,ClubID,IndvID,Country,PostCode,Gender,Age,BirthYear,BirthMonth,ActivityStatus,ResidentialStatus,OwnershipStatus,LiveAlone,Ethnicity,Education,Religion,PersonalChallenges,MaritalStat,ChildNum,ChildCoResNum_1,ChildCoResNum_2,ChildCoResNum_3,ChildCoResNum_4,ChildCoResNum_5,SibsNum,HasOthFamily,HasFriends,ContactInPerson_Child,ContactPhone_Child,ContactEmail_Child,ContactText_Child,ContactVideo_Child,ContactSocMedia_Child,ChangeContact_Child,ChangeInPerson_Child,ContactInPerson_Sibs,ContactPhone_Sibs,ContactEmail_Sibs,ContactText_Sibs,ContactVideo_Sibs,ContactSocMedia_Sibs,ChangeContact_Sibs,ChangeInPerson_Sibs,ContactInPerson_OthFamily,ContactPhone_OthFamily,ContactEmail_OthFamily,ContactText_OthFamily,ContactVideo_OthFamily,ContactSocMedia_OthFamily,ChangeContact_OthFamily,ChangeInPerson_OthFamily,ContactInPerson_Friends,ContactPhone_Friends,ContactEmail_Friends,ContactText_Friends,ContactVideo_Friends,ContactSocMedia_Friends,ChangeContact_Friends,ChangeInPerson_Friends,Lonely,ChangeLonely,HowConcerned,Isolating,ChangeIsolating,DaysExercise,ChangeExercise,DaysAlcohol,ChangeAlcohol,DifficultySleep,ChangeSleep,Disability,LimitActivities,PhysicalHealth,ChangePhysical,MentalHealth,ChangeMental,RotaryMember,RotaryInvolvement,RotaryChange,RotaryChallenges,CovidAct,OthAct,ImpactOnMeetings,ImpactOnPartnerships,ImpactOnFinances,ImpactOnMembership,OthImpact,RotaryResponse,Contrib_Charitable,Contrib_Religious,Contrib_Other,ContribChange_Charitable,ContribChange_Religious,ContribToCovid,Latitude,Longitude
207,109042,5,England,,Male,55-64 years,,,Retired,A private or family household,Still being bought,"No, I live with at least one other person",English,Sixth year studies or equivalent,No religion/Atheist/Agnostic,,Married,2,,2,,,,1,Yes,Yes,Yes,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,Yes,Remained about the same,Increased,No,Yes,Yes,No,No,Yes,Remained about the same,Decreased,No,No,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,All of the time,Decreased,1.0,Remained about the same,0.0,Decreased,Mild,Remained about the same,Yes,No,Good,About the same,Fair,Worse,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Both,Increased,,Yes,51.471206665039,-0.942092895507812
208,109044,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,Yes,English,First degree,No religion/Atheist/Agnostic,,Widowed,2,,None,,,,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Increased,Decreased,No,No,No,No,No,No,,,No,No,No,No,No,No,Decreased,Decreased,Yes,Yes,Yes,No,No,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,5.0,Decreased,1.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,,Both,Remained about the same,,In part,51.3981018066406,-0.873504638671875
209,109046,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Highers or equivalent,Protestant,,Married,2,,None,,,,4 or more,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Remained about the same,Increased,Yes,Yes,No,Yes,No,No,Increased,Increased,Yes,Yes,No,No,Yes,No,Increased,Increased,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,4.0,Decreased,7.0,Remained about the same,Mild,Remained about the same,No,,Good,About the same,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, positively impacted","Yes, positively impacted","Yes, mixed impact","Yes, positively impacted",,,Financial contribution,Financial contribution,Financial contribution,Remained about the same,Remained about the same,In part,51.5554962158203,-0.621200561523437
210,109049,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,No,No,No,No,No,No,,,No,Yes,Yes,No,No,No,Decreased,Decreased,No,Yes,No,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Increased,0.0,Decreased,0.0,Decreased,Mild,Remained about the same,Yes,No,Fair,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,Financial contribution,Financial contribution,Increased,Increased,Yes,51.6484985351562,-0.713592529296875
211,110002,1,England,,Male,55-64 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",Northern Irish,First degree,No religion/Atheist/Agnostic,,Married,3,,,None,,,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Increased,Increased,No,Yes,No,No,No,Yes,Remained about the same,Decreased,Yes,No,No,No,Yes,No,Decreased,Decreased,Yes,No,No,Yes,Yes,No,Decreased,Decreased,Some of the time,Remained about the same,Moderately concerned,Some of the time,Decreased,4.0,Remained about the same,5.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Good,About the same,Fair,Worse,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,No contribution,Both,Increased,,In part,51.4535064697265,-2.59170532226562
212,110002,2,England,,Male,75 or more years,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,Moderately concerned,,,,,,,,,,,,,,,Yes,Yes,Decreased,,,,,,,,,,Both,,,Remained about the same,,In part,,
213,110002,3,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Decreased,Decreased,No,No,No,No,No,No,,,No,No,No,No,No,No,Decreased,Decreased,No,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,3.0,Remained about the same,6.0,Increased,Moderate,Worsened,No,,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted",No impact,"Yes, negatively impacted",,,Financial contribution,,Financial contribution,Remained about the same,,Yes,51.4535064697265,-2.59170532226562
214,110002,4,England,,Female,55-64 years,,,Retired,A private or family household,Still being bought,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,3,,,None,,,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Increased,Increased,No,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,No,No,Remained about the same,Decreased,Yes,Yes,Yes,Yes,Yes,No,Remained about the same,Remained about the same,Some of the time,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Remained about the same,5.0,Increased,Mild,Remained about the same,No,,Very good,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Contribution of time,Remained about the same,,Yes,51.4535064697265,-2.59170532226562
215,110003,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,No,No,Yes,No,Yes,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,Yes,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,All of the time,Decreased,2.0,Decreased,0.0,Decreased,None,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Financial contribution,No contribution,Both,Increased,,Yes,51.4535064697265,-2.59170532226562
216,110007,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,3,,,None,,,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Increased,Decreased,No,No,No,No,No,No,,,Yes,Yes,No,No,Yes,No,Decreased,Decreased,No,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Increased,5.0,Decreased,Mild,Remained about the same,No,,Fair,About the same,Fair,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Financial contribution,,Contribution of time,Increased,,Yes,55.9510040283203,-3.19720458984375
217,110011,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,1,No,,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Increased,Increased,No,No,No,No,No,No,,,Yes,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,4.0,Remained about the same,5.0,Increased,Mild,Remained about the same,Yes,No,Excellent,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Financial contribution,No contribution,Both,Increased,,Yes,51.4535064697265,-2.59170532226562
218,110011,2,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,Protestant,,Married,2,,None,,,,1,Yes,Yes,Yes,No,No,Yes,Yes,No,Remained about the same,Decreased,No,No,No,Yes,No,No,Remained about the same,Decreased,Yes,No,No,Yes,No,No,Decreased,Decreased,No,No,Yes,Yes,No,No,Decreased,Decreased,Some of the time,Increased,Moderately concerned,Some of the time,Decreased,7.0,Increased,3.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Very good,About the same,Good,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Both,Increased,,In part,51.489501953125,-2.50900268554687
219,110011,3,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,3,No,Yes,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,Yes,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,No,Yes,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Very concerned,None of the time,Remained about the same,7.0,Increased,5.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Contribution of time,Remained about the same,,Yes,51.4535064697265,-2.59170532226562
220,110011,4,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,1.0,Decreased,6.0,Increased,None,Remained about the same,Yes,No,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted",No impact,"Yes, negatively impacted",No impact,,,Both,No contribution,No contribution,Increased,,Yes,51.475601196289,-2.19850158691406
221,110019,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remained about the same,Decreased,No,No,No,No,No,No,Decreased,Decreased,Yes,Yes,No,Yes,Yes,No,Remained about the same,Decreased,No,Yes,Yes,No,No,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,4.0,Increased,4.0,Increased,Mild,Remained about the same,Yes,No,Fair,About the same,Very good,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted",,,Both,No contribution,Both,Increased,,Yes,52.1423950195312,-2.05859375
222,110020,1,England,,Male,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,No,No,No,Yes,No,Yes,Decreased,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,Yes,Yes,No,Remained about the same,Decreased,No,No,No,Yes,Yes,Yes,Decreased,Decreased,Some of the time,Increased,Moderately concerned,Some of the time,Decreased,2.0,Remained about the same,6.0,Increased,None,Remained about the same,Yes,No,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,Financial contribution,,Financial contribution,Decreased,,Yes,51.7115020751953,0.109603881835937
223,110020,2,England,,Female,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,,2,,None,,,,1,Yes,Yes,No,Yes,No,Yes,No,No,Remained about the same,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,Yes,No,No,No,No,Decreased,Decreased,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Remained about the same,2.0,Remained about the same,2.0,Increased,Moderate,Remained about the same,No,,Fair,About the same,Good,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,Financial contribution,,Increased,Increased,In part,51.489501953125,-2.50900268554687
224,110032,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,None,,,,,,0,Yes,Yes,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,Yes,Increased,Remained about the same,Yes,Yes,No,No,No,No,Remained about the same,Decreased,Hardly ever or never,Decreased,Very concerned,Some of the time,Decreased,7.0,Increased,6.0,Increased,None,Remained about the same,No,,Good,About the same,Fair,Worse,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, positively impacted",No impact,No impact,,,Both,No contribution,No contribution,Remained about the same,,Yes,52.5570983886718,-2.53720092773437
225,110035,1,England,,Male,65-74 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Decreased,Decreased,No,No,No,No,No,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Decreased,Decreased,Yes,No,Yes,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,4.0,Increased,0.0,Remained about the same,Mild,Remained about the same,Yes,Yes,Good,About the same,Good,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Both,No contribution,Both,Increased,,In part,51.5164031982421,-0.0930023193359375
226,110038,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,2,,1,,,,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Decreased,Decreased,No,No,Yes,No,No,No,Remained about the same,Decreased,Yes,No,No,No,Yes,No,Decreased,Decreased,Yes,No,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,Some of the time,Decreased,6.0,Decreased,6.0,Remained about the same,None,Remained about the same,No,,Fair,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,Both,Both,Increased,Remained about the same,In part,51.9221954345703,-2.0509033203125
